Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1871.0,5614.0,4986.0,628.0,0.0,88.81368008550054,11.186319914499466,0.0,0.8147326160354182,0.06924959183732707,0.16556164288549202,32.83406363534459,50.997568176474225,9736.132669920795,3060.874117962383,6675.258551958412,1.734259470951335,0.5452216098971113,1.1890378610542236,6745.268459010832,1.20150845368914,388202.59856003046,1.0,2178.0,0.0011641443538998836,4.0,0.9988358556461001,3432.0,0.0,0.0,0.998166819431714,1.0,0.9990825688073395,0.9985012815037457,1.0,1.0,0.8881368008550053,0.0682181259119627,0.9317818740880371,0.11186319914499465,0.8537665391526931,0.8881368008550053,0.8638658585851661,0.8273944048178744,0.9836590239812006,0.9088530988076092,0.49840675876996826,0.8881368008550053,0.743,0.895,0.72,0.87,720.0,870.0,1.892841E7,993748.0,2928879.0,98.68186676166727,41.755729723310786,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1870.0,5615.0,4984.0,631.0,0.0,88.76224398931434,11.237756010685663,0.0,0.8144645846201136,0.07148714727022372,0.16808367529295734,33.89280308716355,51.7760741264971,9736.349936741233,3166.3884265323372,6569.961510208896,1.7339893030705669,0.5639160154109238,1.170073287659643,6637.198071366538,1.1820477420065072,381799.1429697055,1.0,2178.0,0.0011638056444573757,4.0,0.9988361943555426,3433.0,0.0,0.0,0.998166819431714,1.0,0.9990825688073395,0.9985014508017248,1.0,1.0,0.8876224398931434,0.06568411443136868,0.9343158855686312,0.11237756010685664,0.8520175160491265,0.8876224398931434,0.864055857032187,0.827239462917772,0.9823515679676545,0.9027503624897446,0.49673571078236767,0.8876224398931434,0.774,0.86,0.75,0.86,750.0,860.0,1.9329549E7,993231.0,2929396.0,98.80676758682101,43.303650934995524,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1872.0,5613.0,4984.0,629.0,0.0,88.79387137003386,11.20612862996615,0.0,0.8145126293628641,0.0709520577041491,0.16736285002430862,33.626413736486626,51.56370449805951,9725.891298483206,3166.9729932779314,6558.918305205274,1.7327438621919127,0.5642210926915966,1.168522769500316,6656.127528386987,1.1858413554938514,382047.14278562187,0.9995408631772268,2177.0,0.002911208151382824,10.0,0.9970887918486172,3425.0,4.591368227731864E-4,1.0,0.9954275262917238,0.9995408631772268,0.9974799541809852,0.9958823677049404,1.0,1.0,0.8879387137003385,0.06735653287906271,0.9326434671209374,0.1120612862996615,0.8535159914661417,0.8879387137003385,0.8634452635067437,0.8273369100861026,0.9818336553319704,0.9060126129820553,0.5001687568001346,0.8879387137003385,0.857,0.825,0.83,0.82,830.0,820.0,1.9506809E7,994265.0,2928362.0,98.52128986281846,42.359997624562084,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1871.0,5614.0,4959.0,655.0,0.0,88.33273957962237,11.667260420377627,0.0,0.8074025344487094,0.07035258904102647,0.16789778303447148,33.349761834219876,51.7227716179032,9733.432145722176,3133.961537935606,6599.47060778657,1.7337784370719942,0.5582403879472044,1.1755380491247898,6684.0874323644875,1.1906105152056443,384360.11619719135,0.9995408631772268,2177.0,0.0017462165308498253,6.0,0.9982537834691502,3430.0,4.591368227731864E-4,1.0,0.9972514887769125,0.9995408631772268,0.9983948635634029,0.9973772503014174,1.0,1.0,0.8833273957962238,0.06633856857151224,0.933661431428488,0.11667260420377627,0.8471541477207144,0.8833273957962238,0.8592124604603505,0.8219070859077815,0.9822187917911694,0.9036173238548535,0.4853761918002748,0.8833273957962238,0.72,0.807,0.72,0.79,720.0,790.0,1.8601457E7,993748.0,2928879.0,98.73530459565372,41.71416696354356,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1871.0,5614.0,4971.0,643.0,0.0,88.54649091556823,11.453509084431778,0.0,0.8097187900613994,0.0696066826133291,0.16661576464528874,32.995728951782574,51.328175215363615,9732.514773684652,3129.024399230118,6603.490374454534,1.733615029156511,0.5573609546188312,1.1762540745376797,6673.951536952747,1.1888050475512553,383664.2447456006,1.0,2178.0,8.731082654249127E-4,3.0,0.9991268917345751,3433.0,0.0,0.0,0.9986244841815681,1.0,0.9993117687543015,0.9988756563708885,1.0,1.0,0.8854649091556822,0.07133269356282199,0.928667306437178,0.11453509084431777,0.8584376005318058,0.8854649091556822,0.859518831668754,0.8226052007366941,0.9821495539073003,0.9071112246836518,0.4914178640294207,0.8854649091556822,0.956,1.184,0.94,1.16,940.0,1160.0,2.0040084E7,993748.0,2928879.0,98.45030281439259,41.8477615485099,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1872.0,5613.0,4980.0,633.0,0.0,88.72260823089258,11.27739176910743,0.0,0.8138154709958522,0.06793564127458239,0.1653214153834452,32.20465295619614,50.92861886822619,9729.981283624444,3006.0422907383145,6723.938992886129,1.7334725251424272,0.5355500250736352,1.1979225000687919,6793.4564561976185,1.2103075817205806,390427.614693612,1.0,2178.0,0.004657933042212519,16.0,0.9953420669577875,3419.0,0.0,0.0,0.9927073837739289,1.0,0.9963403476669717,0.9940238524551611,1.0,1.0,0.8872260823089257,0.06479199576631046,0.9352080042336893,0.1127739176910743,0.8481486309809335,0.8872260823089257,0.8626587381394559,0.8265286582718873,0.9834051453567624,0.9071078715324424,0.4968827121406677,0.8872260823089257,0.817,0.846,0.79,0.85,790.0,850.0,2.0540499E7,994265.0,2928362.0,98.89542134331018,40.91098046202284,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1872.0,5613.0,4959.0,654.0,0.0,88.34847675040085,11.651523249599144,0.0,0.8079715938934906,0.06839986033911016,0.16623095850218098,32.417643823961164,51.21435083154138,9727.280759426,3052.370162137368,6674.910597288632,1.7329914055631568,0.5438036989377103,1.1891877066254466,6750.91546247347,1.2027285698331498,387659.20218533283,0.9995408631772268,2177.0,8.733624454148472E-4,3.0,0.9991266375545852,3432.0,4.591368227731864E-4,1.0,0.9986238532110092,0.9995408631772268,0.9990821477742085,0.9985000177191445,1.0,1.0,0.8834847675040085,0.06585294701121014,0.9341470529887899,0.11651523249599145,0.8475038604315758,0.8834847675040085,0.8599682692165561,0.8215044530220043,0.9822915547033632,0.904718299558214,0.4884419506849898,0.8834847675040085,0.804,0.924,0.79,0.91,790.0,910.0,1.9725011E7,994265.0,2928362.0,98.6460003563157,40.694221747134755,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1872.0,5613.0,4986.0,627.0,0.0,88.8295029396045,11.17049706039551,0.0,0.815377194406681,0.0673986508527632,0.16490586087778533,31.950678843936092,50.8001441304087,9731.376298700856,3042.718328219414,6688.657970481441,1.7337210580261635,0.5420841489790511,1.1916369090471122,6759.8068644106725,1.2043126428666795,388672.2413360622,1.0,2178.0,5.822416302765648E-4,2.0,0.9994177583697235,3433.0,0.0,0.0,0.9990825688073395,1.0,0.9995410738871042,0.9992501495339874,1.0,1.0,0.8882950293960449,0.06669552014261998,0.93330447985738,0.11170497060395511,0.8717965402841666,0.8882950293960449,0.8630079931614428,0.8276493968377137,0.983116344249282,0.9062369241111545,0.49382416848228483,0.8882950293960449,0.789,0.965,0.77,0.94,770.0,940.0,2.0223623E7,994265.0,2928362.0,98.73507928024229,40.92285765187965,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1870.0,5615.0,4989.0,626.0,0.0,88.85129118432769,11.148708815672306,0.0,0.8165577004129786,0.07208247656964034,0.1684193865772834,34.1748088188037,51.879671425402165,9735.427010570162,3183.008289111521,6552.41872145864,1.7338249350970902,0.5668759196992914,1.1669490153977988,6624.769490082258,1.1798342814037859,380965.5902473354,0.9995408631772268,2177.0,0.0011638056444573757,4.0,0.9988361943555426,3433.0,4.591368227731864E-4,1.0,0.9981659789087575,0.9995408631772268,0.9988529479238357,0.9981258838297978,1.0,1.0,0.888512911843277,0.06276190722320676,0.937238092776793,0.11148708815672306,0.8484483273636857,0.888512911843277,0.8655651069113793,0.8283997957414629,0.9819414472543799,0.9051738781556273,0.4964685610236916,0.888512911843277,0.91,0.913,0.88,0.91,880.0,910.0,1.9129012E7,993231.0,2929396.0,98.68210151380231,42.89106559810052,?,-1.0
'census-chborn-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,32',10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01611302038E7,1872.0,5613.0,4962.0,651.0,0.0,88.40192410475682,11.598075895243186,0.0,0.8071583649527823,0.07038402441235238,0.16699701581066428,33.35757481643883,51.45071019109108,9726.363387388536,3125.818304204408,6600.545083184128,1.7328279685352816,0.5568890618571901,1.1759389066780916,6678.1515226859765,1.1897651029192904,383368.14960156596,1.0,2178.0,0.0020378457059679767,7.0,0.997962154294032,3428.0,0.0,0.0,0.9967963386727688,1.0,0.9983955993582397,0.9973790761462162,1.0,1.0,0.8840192410475681,0.07212261301203021,0.9278773869879697,0.11598075895243186,0.8489006433286755,0.8840192410475681,0.8569208646015941,0.8192216733290482,0.9828424366181481,0.9048800624397774,0.48058694978291794,0.8840192410475681,0.993,1.029,0.98,1.01,980.0,1010.0,1.969236E7,994265.0,2928362.0,98.8241582041689,42.11948452996031,?,-1.0
