Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
census-chborn,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.0161201205199998E7,6736.0,749.0,669.0,80.0,0.0,89.31909212283044,10.68090787716956,0.0,0.8248823684133618,0.06099628839694736,0.15992169297582462,28.92579259653253,49.24749223184075,1300.0933633458096,370.7747249723671,929.3186383734426,1.7357721807020154,0.4950263350765916,1.2407458456254241,940.2208573174447,1.2553015451501264,54191.24456921356,1.0,291.0,0.002183406113537118,1.0,0.9978165938864629,457.0,0.0,0.0,0.9965753424657534,1.0,0.9982847341337907,0.9971957750464115,1.0,1.0,0.8931909212283045,0.055154388599265275,0.9448456114007346,0.1068090787716956,0.8545235344488447,0.8931909212283045,0.8714011041181424,0.8398573761318985,0.9845789145899897,0.9147010127477673,0.49739271109266775,0.8931909212283045,3.942,0.354,3.86,0.33,3860.0,330.0,6.7228394E7,3508734.0,413455.0,98.79839786381842,37.11615487316418,?,-1.0
census-chborn,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6736.0,749.0,668.0,81.0,0.0,89.18558077436582,10.814419225634179,0.0,0.8224999049143206,0.06183464252510442,0.1592936464434285,29.325763856909152,49.05861326292073,1298.6354393475049,355.5503334042465,943.0851059432584,1.7338256867122896,0.47470004459845994,1.2591256421138297,948.0288034272534,1.2657260392887228,54634.450642151314,1.0,291.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8918558077436582,0.059708367420112075,0.9402916325798879,0.1081441922563418,0.854447781579791,0.8918558077436582,0.8702603616479213,0.8348478970259442,0.9867139168411055,0.9182351952435329,0.5046469479483834,0.8918558077436582,5.238,0.254,5.11,0.25,5110.0,250.0,7.1567163E7,3508734.0,413455.0,99.3324432576769,37.42768135291492,?,-1.0
census-chborn,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6736.0,749.0,674.0,75.0,0.0,89.98664886515354,10.013351134846461,0.0,0.8353575971441469,0.06001087980653637,0.15739239567128094,28.460824194744088,48.47307373620934,1298.6354393475049,369.35486755986614,929.2805717876388,1.7338256867122896,0.4931306642988867,1.240695022413403,940.9559983323849,1.2562830418322894,54226.84823654909,1.0,291.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8998664886515354,0.057139173147633227,0.9428608268523667,0.10013351134846461,0.8617518810342403,0.8998664886515354,0.8767543184590347,0.8460731739066258,0.9848241689839703,0.9211613633066401,0.5122848875936249,0.8998664886515354,5.432,0.301,5.31,0.3,5310.0,300.0,7.0910363E7,3508734.0,413455.0,98.93190921228305,37.004895416110266,?,-1.0
census-chborn,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6736.0,749.0,666.0,83.0,0.0,88.91855807743659,11.081441922563418,0.0,0.8178299116797261,0.061277836918422236,0.16142630588406148,29.061692632932473,49.715421095847624,1298.6354393475049,362.07939323617626,936.5560461113287,1.7338256867122896,0.48341708042213116,1.2504086062901585,946.2898324351864,1.2634043156678056,54534.23456802915,1.0,291.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8891855807743658,0.05988363454079955,0.9401163654592004,0.11081441922563418,0.8456408816076629,0.8891855807743658,0.8634547223918144,0.8297126677278671,0.9845195761614038,0.9099278754767406,0.4858100109506579,0.8891855807743658,4.495,0.257,4.4,0.23,4400.0,230.0,6.6443105E7,3508734.0,413455.0,99.19893190921228,37.138406764574924,?,-1.0
census-chborn,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6736.0,749.0,665.0,84.0,0.0,88.78504672897196,11.214953271028037,0.0,0.8169647143019226,0.06201336088272753,0.16199624561353984,29.41436292780946,49.89827703816588,1298.397353577193,369.3949738634477,929.0023797137452,1.7335078151898438,0.4931842107656178,1.2403236044242258,940.2143070697982,1.2552927998261658,54183.002472992324,1.0,290.0,0.002178649237472767,1.0,0.9978213507625272,458.0,0.0,0.0,0.9965635738831615,1.0,0.9982788296041308,0.9971922640157351,1.0,1.0,0.8878504672897196,0.05480535309241203,0.9451946469075879,0.11214953271028037,0.8518740477736739,0.8878504672897196,0.868233109867739,0.8332207795607073,0.9841305409348793,0.9113601631338719,0.49224468079889766,0.8878504672897196,4.348,0.234,4.22,0.21,4220.0,210.0,7.0212657E7,3508734.0,413455.0,99.06542056074767,36.73787271918108,?,-1.0
census-chborn,1,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6737.0,748.0,670.0,78.0,0.0,89.57219251336899,10.427807486631016,0.0,0.8276553698184214,0.060397134755084396,0.15925156725051787,28.662547047141558,49.081369465849335,1295.505541762765,363.4591725051748,932.0463692575902,1.731959280431504,0.48590798463258666,1.2460512957989174,944.500857432585,1.2627016810596057,54424.65476282411,1.0,290.0,0.002183406113537118,1.0,0.9978165938864629,457.0,0.0,0.0,0.9965635738831615,1.0,0.9982788296041308,0.9971898870743809,1.0,1.0,0.8957219251336899,0.06597105026129127,0.9340289497387088,0.10427807486631016,0.8701969609473634,0.8957219251336899,0.8741233772302877,0.8382316698544637,0.9848905609378331,0.9244064801888304,0.5341400422713396,0.8957219251336899,4.644,0.272,4.5,0.28,4500.0,280.0,6.9556625E7,3509251.0,412938.0,98.93048128342247,36.831550802139006,?,-1.0
census-chborn,1,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6737.0,748.0,661.0,87.0,0.0,88.36898395721926,11.631016042780749,0.0,0.8078432414715601,0.06539282144261532,0.16729214333705364,31.033340054041275,51.55947685552874,1295.505541762765,411.20461606194317,884.3009257008218,1.731959280431504,0.5497387915266619,1.182220488904842,903.5203596837883,1.2079149193633534,52063.24934488764,1.0,290.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8836898395721925,0.06504064588336937,0.9349593541166306,0.1163101604278075,0.8414364156342765,0.8836898395721925,0.8599244958177041,0.822328758298429,0.9784526705699387,0.9006310288807605,0.4785974505370812,0.8836898395721925,4.859,0.208,4.71,0.21,4710.0,210.0,7.0540536E7,3509251.0,412938.0,98.39572192513369,38.50267379679131,?,-1.0
census-chborn,1,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6737.0,748.0,668.0,80.0,0.0,89.3048128342246,10.695187165775401,0.0,0.8239658286608578,0.06253871036407457,0.1605706384339056,29.678870286590005,49.48790750639347,1295.505541762765,379.80477788936673,915.7007638733983,1.731959280431504,0.5077603982478165,1.2241988821836876,924.3564410327385,1.2357706430918964,53263.879842047,1.0,290.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.893048128342246,0.05912336348690118,0.9408766365130988,0.10695187165775401,0.8522325510515087,0.893048128342246,0.8696193843698206,0.835999275747878,0.9841172795637579,0.9081435718855032,0.49859389909649426,0.893048128342246,4.798,0.259,4.69,0.26,4690.0,260.0,7.0848665E7,3509251.0,412938.0,98.52941176470588,38.45811051693392,?,-1.0
census-chborn,1,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6737.0,748.0,673.0,75.0,0.0,89.97326203208556,10.026737967914439,0.0,0.8345947571550301,0.06431051190700174,0.16009576383615307,30.519710589499784,49.34155104670744,1295.505541762765,371.40457656850504,924.10096519426,1.731959280431504,0.4965301825782153,1.2354290978532887,928.3564894420258,1.2411183013930827,53494.373284161826,1.0,290.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8997326203208557,0.06064010734649004,0.9393598926535098,0.10026737967914438,0.8755724198188655,0.8997326203208557,0.8767677913475188,0.8465477798887177,0.9862730721092341,0.9193132900536857,0.5294745007361733,0.8997326203208557,5.285,0.284,5.18,0.28,5180.0,280.0,7.3094305E7,3509251.0,412938.0,99.06417112299465,39.393939393939334,?,-1.0
census-chborn,1,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 5 -M 1.0 -V 0.001 -S 1',1116839470751428698,2.01612012053E7,6737.0,748.0,673.0,75.0,0.0,89.97326203208556,10.026737967914439,0.0,0.8357805255023184,0.06198132259330379,0.1581584945292207,29.391794829939727,48.702427715881214,1298.7264721285403,367.69386157451805,931.0326105540223,1.736265337070241,0.4915693336557728,1.2446960034144683,942.3075628933968,1.2597694691088193,54313.22506048268,1.0,290.0,0.0,0.0,1.0,458.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8997326203208557,0.058273077452205814,0.9417269225477941,0.10026737967914438,0.8894860990564717,0.8997326203208557,0.8775965421851089,0.847717931403984,0.9855504967772492,0.9294759308709325,0.5371860304218348,0.8997326203208557,4.454,0.205,4.31,0.21,4310.0,210.0,7.0591991E7,3509251.0,412938.0,98.93048128342247,38.547237076648756,?,-1.0
